from_stop_id,to_stop_id,transfer_type,min_transfer_time,min_walk_time,min_wheelchair_time,suggested_buffer_time,wheelchair_transfer,from_trip_id,to_trip_id
9070136,70136,1,,,,,,45806460-BabcockBC1,45806460-BabcockBC2
9070136,70136,1,,,,,,45806461-BabcockBC1,45806461-BabcockBC2
9070136,70136,1,,,,,,45806462-BabcockBC1,45806462-BabcockBC2
9070136,70136,1,,,,,,45806463-BabcockBC1,45806463-BabcockBC2
9070136,70136,1,,,,,,45806464-BabcockBC1,45806464-BabcockBC2
9070136,70136,1,,,,,,45806465-BabcockBC1,45806465-BabcockBC2
9070136,70136,1,,,,,,45806466-BabcockBC1,45806466-BabcockBC2
9070136,70136,1,,,,,,45806467-BabcockBC1,45806467-BabcockBC2
9070136,70136,1,,,,,,45806468-BabcockBC1,45806468-BabcockBC2
9070136,70136,1,,,,,,45806469-BabcockBC1,45806469-BabcockBC2
9070136,70136,1,,,,,,45806470-BabcockBC1,45806470-BabcockBC2
9070136,70136,1,,,,,,45806471-BabcockBC1,45806471-BabcockBC2
9070136,70136,1,,,,,,45806472-BabcockBC1,45806472-BabcockBC2
9070136,70136,1,,,,,,45806473-BabcockBC1,45806473-BabcockBC2
9070136,70136,1,,,,,,45806474-BabcockBC1,45806474-BabcockBC2
9070136,70136,1,,,,,,45806475-BabcockBC1,45806475-BabcockBC2
9070136,70136,1,,,,,,45806476-BabcockBC1,45806476-BabcockBC2
9070136,70136,1,,,,,,45806477-BabcockBC1,45806477-BabcockBC2
9070136,70136,1,,,,,,45806478-BabcockBC1,45806478-BabcockBC2
9070136,70136,1,,,,,,45806479-BabcockBC1,45806479-BabcockBC2
9070136,70136,1,,,,,,45806480-BabcockBC1,45806480-BabcockBC2
9070136,70136,1,,,,,,45806481-BabcockBC1,45806481-BabcockBC2
9070136,70136,1,,,,,,45806482-BabcockBC1,45806482-BabcockBC2
9070136,70136,1,,,,,,45806594-BabcockBC1,45806594-BabcockBC2
9070136,70136,1,,,,,,45806598-BabcockBC1,45806598-BabcockBC2
9070136,70136,1,,,,,,45806599-BabcockBC1,45806599-BabcockBC2
9070136,70136,1,,,,,,45806604-BabcockBC1,45806604-BabcockBC2
9070136,70136,1,,,,,,45806606-BabcockBC1,45806606-BabcockBC2
9070136,70136,1,,,,,,45806609-BabcockBC1,45806609-BabcockBC2
9070136,70136,1,,,,,,45806611-BabcockBC1,45806611-BabcockBC2
9070136,70136,1,,,,,,45806612-BabcockBC1,45806612-BabcockBC2
9070136,70136,1,,,,,,45806613-BabcockBC1,45806613-BabcockBC2
9070136,70136,1,,,,,,45806616-BabcockBC1,45806616-BabcockBC2
9070136,70136,1,,,,,,45806624-BabcockBC1,45806624-BabcockBC2
9070136,70136,1,,,,,,45806630-BabcockBC1,45806630-BabcockBC2
9070136,70136,1,,,,,,45806631-BabcockBC1,45806631-BabcockBC2
9070136,70136,1,,,,,,45806632-BabcockBC1,45806632-BabcockBC2
9070136,70136,1,,,,,,45806633-BabcockBC1,45806633-BabcockBC2
9070136,70136,1,,,,,,45806637-BabcockBC1,45806637-BabcockBC2
9070136,70136,1,,,,,,45806651-BabcockBC1,45806651-BabcockBC2
9070136,70136,1,,,,,,45806653-BabcockBC1,45806653-BabcockBC2
9070136,70136,1,,,,,,45806654-BabcockBC1,45806654-BabcockBC2
9070136,70136,1,,,,,,45806655-BabcockBC1,45806655-BabcockBC2
9070136,70136,1,,,,,,45806656-BabcockBC1,45806656-BabcockBC2
9070136,70136,1,,,,,,45806657-BabcockBC1,45806657-BabcockBC2
9070136,70136,1,,,,,,45806666-BabcockBC1,45806666-BabcockBC2
9070136,70136,1,,,,,,45806672-BabcockBC1,45806672-BabcockBC2
9070136,70136,1,,,,,,45806674-BabcockBC1,45806674-BabcockBC2
9070136,70136,1,,,,,,45806675-BabcockBC1,45806675-BabcockBC2
9070136,70136,1,,,,,,45806676-BabcockBC1,45806676-BabcockBC2
9070136,70136,1,,,,,,45806677-BabcockBC1,45806677-BabcockBC2
9070136,70136,1,,,,,,45806678-BabcockBC1,45806678-BabcockBC2
9070136,70136,1,,,,,,45806679-BabcockBC1,45806679-BabcockBC2
9070136,70136,1,,,,,,45806680-BabcockBC1,45806680-BabcockBC2
9070136,70136,1,,,,,,45806681-BabcockBC1,45806681-BabcockBC2
9070136,70136,1,,,,,,45806682-BabcockBC1,45806682-BabcockBC2
9070136,70136,1,,,,,,45806683-BabcockBC1,45806683-BabcockBC2
9070136,70136,1,,,,,,45806684-BabcockBC1,45806684-BabcockBC2
9070136,70136,1,,,,,,45806685-BabcockBC1,45806685-BabcockBC2
9070136,70136,1,,,,,,45806686-BabcockBC1,45806686-BabcockBC2
9070136,70136,1,,,,,,45806687-BabcockBC1,45806687-BabcockBC2
9070136,70136,1,,,,,,45806688-BabcockBC1,45806688-BabcockBC2
9070136,70136,1,,,,,,45806689-BabcockBC1,45806689-BabcockBC2
9070136,70136,1,,,,,,45806690-BabcockBC1,45806690-BabcockBC2
9070136,70136,1,,,,,,45806691-BabcockBC1,45806691-BabcockBC2
9070136,70136,1,,,,,,45806692-BabcockBC1,45806692-BabcockBC2
9070136,70136,1,,,,,,45806693-BabcockBC1,45806693-BabcockBC2
9070136,70136,1,,,,,,45806694-BabcockBC1,45806694-BabcockBC2
9070136,70136,1,,,,,,45806695-BabcockBC1,45806695-BabcockBC2
9070136,70136,1,,,,,,45806696-BabcockBC1,45806696-BabcockBC2
9070136,70136,1,,,,,,45806697-BabcockBC1,45806697-BabcockBC2
9070136,70136,1,,,,,,45806698-BabcockBC1,45806698-BabcockBC2
9070136,70136,1,,,,,,45806699-BabcockBC1,45806699-BabcockBC2
9070136,70136,1,,,,,,45806700-BabcockBC1,45806700-BabcockBC2
9070136,70136,1,,,,,,45806701-BabcockBC1,45806701-BabcockBC2
9070136,70136,1,,,,,,45806702-BabcockBC1,45806702-BabcockBC2
9070136,70136,1,,,,,,45806703-BabcockBC1,45806703-BabcockBC2
9070136,70136,1,,,,,,45806704-BabcockBC1,45806704-BabcockBC2
9070136,70136,1,,,,,,45806705-BabcockBC1,45806705-BabcockBC2
9070136,70136,1,,,,,,45806706-BabcockBC1,45806706-BabcockBC2
9070136,70136,1,,,,,,45806707-BabcockBC1,45806707-BabcockBC2
9070136,70136,1,,,,,,45806708-BabcockBC1,45806708-BabcockBC2
9070136,70136,1,,,,,,45806709-BabcockBC1,45806709-BabcockBC2
9070136,70136,1,,,,,,45806710-BabcockBC1,45806710-BabcockBC2
9070136,70136,1,,,,,,45806711-BabcockBC1,45806711-BabcockBC2
9070136,70136,1,,,,,,45806712-BabcockBC1,45806712-BabcockBC2
9070136,70136,1,,,,,,45806713-BabcockBC1,45806713-BabcockBC2
9070136,70136,1,,,,,,45806714-BabcockBC1,45806714-BabcockBC2
9070136,70136,1,,,,,,45806715-BabcockBC1,45806715-BabcockBC2
9070136,70136,1,,,,,,45806716-BabcockBC1,45806716-BabcockBC2
9070136,70136,1,,,,,,45806717-BabcockBC1,45806717-BabcockBC2
9070136,70136,1,,,,,,45806718-BabcockBC1,45806718-BabcockBC2
9070136,70136,1,,,,,,45806719-BabcockBC1,45806719-BabcockBC2
9070136,70136,1,,,,,,45806720-BabcockBC1,45806720-BabcockBC2
9070136,70136,1,,,,,,45806731-BabcockBC1,45806731-BabcockBC2
9070136,70136,1,,,,,,45806732-BabcockBC1,45806732-BabcockBC2
9070136,70136,1,,,,,,45806733-BabcockBC1,45806733-BabcockBC2
9070136,70136,1,,,,,,45806734-BabcockBC1,45806734-BabcockBC2
9070136,70136,1,,,,,,45806735-BabcockBC1,45806735-BabcockBC2
9070136,70136,1,,,,,,45806736-BabcockBC1,45806736-BabcockBC2
9070136,70136,1,,,,,,45806737-BabcockBC1,45806737-BabcockBC2
9070136,70136,1,,,,,,45806738-BabcockBC1,45806738-BabcockBC2
9070136,70136,1,,,,,,45806739-BabcockBC1,45806739-BabcockBC2
9070136,70136,1,,,,,,45806740-BabcockBC1,45806740-BabcockBC2
9070150,70150,1,,,,,,45804948-20:45-BrooklineHillsKenmore1,45804948-20:45-BrooklineHillsKenmore2
9070150,70150,1,,,,,,45804961-20:45-BrooklineHillsKenmore1,45804961-20:45-BrooklineHillsKenmore2
9070150,70150,1,,,,,,45804962-20:45-BrooklineHillsKenmore1,45804962-20:45-BrooklineHillsKenmore2
9070150,70150,1,,,,,,45804966-20:45-BrooklineHillsKenmore1,45804966-20:45-BrooklineHillsKenmore2
9070150,70150,1,,,,,,45804971-20:45-BrooklineHillsKenmore1,45804971-20:45-BrooklineHillsKenmore2
9070150,70150,1,,,,,,45804980-20:45-BrooklineHillsKenmore1,45804980-20:45-BrooklineHillsKenmore2
9070150,70150,1,,,,,,45804992-20:45-BrooklineHillsKenmore1,45804992-20:45-BrooklineHillsKenmore2
9070150,70150,1,,,,,,45804993-20:45-BrooklineHillsKenmore1,45804993-20:45-BrooklineHillsKenmore2
9070150,70150,1,,,,,,45804996-20:45-BrooklineHillsKenmore1,45804996-20:45-BrooklineHillsKenmore2
9070150,70150,1,,,,,,45805013-20:45-BrooklineHillsKenmore1,45805013-20:45-BrooklineHillsKenmore2
9070150,70150,1,,,,,,45805022-20:45-BrooklineHillsKenmore1,45805022-20:45-BrooklineHillsKenmore2
9070150,70150,1,,,,,,45805024-20:45-BrooklineHillsKenmore1,45805024-20:45-BrooklineHillsKenmore2
9070150,70150,1,,,,,,45805026-20:45-BrooklineHillsKenmore1,45805026-20:45-BrooklineHillsKenmore2
9070150,70150,1,,,,,,45805028-20:45-BrooklineHillsKenmore1,45805028-20:45-BrooklineHillsKenmore2
9070150,70150,1,,,,,,45805036-20:45-BrooklineHillsKenmore1,45805036-20:45-BrooklineHillsKenmore2
9070150,70150,1,,,,,,45805039-20:45-BrooklineHillsKenmore1,45805039-20:45-BrooklineHillsKenmore2
9070150,70150,1,,,,,,45805040-20:45-BrooklineHillsKenmore1,45805040-20:45-BrooklineHillsKenmore2
9070150,70150,1,,,,,,45805051-20:45-BrooklineHillsKenmore1,45805051-20:45-BrooklineHillsKenmore2
9070150,70150,1,,,,,,45805052-20:45-BrooklineHillsKenmore1,45805052-20:45-BrooklineHillsKenmore2
9070168,70169,1,,,,,,45804940-20:45-FenwayNewtonHighlands1,45804940-20:45-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45804957-20:45-FenwayNewtonHighlands1,45804957-20:45-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45804960-20:45-FenwayNewtonHighlands1,45804960-20:45-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45804972-20:45-FenwayNewtonHighlands1,45804972-20:45-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45804988-20:45-FenwayNewtonHighlands1,45804988-20:45-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45804989-20:45-FenwayNewtonHighlands1,45804989-20:45-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45804994-20:45-FenwayNewtonHighlands1,45804994-20:45-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45804999-20:45-FenwayNewtonHighlands1,45804999-20:45-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45805003-20:45-FenwayNewtonHighlands1,45805003-20:45-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45805004-20:45-FenwayNewtonHighlands1,45805004-20:45-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45805005-20:45-FenwayNewtonHighlands1,45805005-20:45-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45805020-20:45-FenwayNewtonHighlands1,45805020-20:45-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45805023-20:45-FenwayNewtonHighlands1,45805023-20:45-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45805025-20:45-FenwayNewtonHighlands1,45805025-20:45-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45805027-20:45-FenwayNewtonHighlands1,45805027-20:45-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45805037-20:45-FenwayNewtonHighlands1,45805037-20:45-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45805041-20:45-FenwayNewtonHighlands1,45805041-20:45-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45805042-20:45-FenwayNewtonHighlands1,45805042-20:45-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45805060-20:45-FenwayNewtonHighlands1,45805060-20:45-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45805061-20:45-FenwayNewtonHighlands1,45805061-20:45-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45805065-20:45-FenwayNewtonHighlands1,45805065-20:45-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45805068-20:45-FenwayNewtonHighlands1,45805068-20:45-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45805069-20:45-FenwayNewtonHighlands1,45805069-20:45-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45805070-20:45-FenwayNewtonHighlands1,45805070-20:45-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807817-FenwayNewtonHighlands1,45807817-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807818-FenwayNewtonHighlands1,45807818-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807819-FenwayNewtonHighlands1,45807819-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807820-FenwayNewtonHighlands1,45807820-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807821-FenwayNewtonHighlands1,45807821-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807822-FenwayNewtonHighlands1,45807822-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807828-FenwayNewtonHighlands1,45807828-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807829-FenwayNewtonHighlands1,45807829-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808759-FenwayNewtonHighlands1,45808759-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808760-FenwayNewtonHighlands1,45808760-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808761-FenwayNewtonHighlands1,45808761-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808762-FenwayNewtonHighlands1,45808762-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808763-FenwayNewtonHighlands1,45808763-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808764-FenwayNewtonHighlands1,45808764-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808765-FenwayNewtonHighlands1,45808765-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808766-FenwayNewtonHighlands1,45808766-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808767-FenwayNewtonHighlands1,45808767-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808768-FenwayNewtonHighlands1,45808768-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808769-FenwayNewtonHighlands1,45808769-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808770-FenwayNewtonHighlands1,45808770-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808771-FenwayNewtonHighlands1,45808771-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808772-FenwayNewtonHighlands1,45808772-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808773-FenwayNewtonHighlands1,45808773-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808774-FenwayNewtonHighlands1,45808774-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808775-FenwayNewtonHighlands1,45808775-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808776-FenwayNewtonHighlands1,45808776-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808777-FenwayNewtonHighlands1,45808777-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808778-FenwayNewtonHighlands1,45808778-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808779-FenwayNewtonHighlands1,45808779-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808780-FenwayNewtonHighlands1,45808780-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808781-FenwayNewtonHighlands1,45808781-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808782-FenwayNewtonHighlands1,45808782-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808783-FenwayNewtonHighlands1,45808783-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808784-FenwayNewtonHighlands1,45808784-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808785-FenwayNewtonHighlands1,45808785-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808786-FenwayNewtonHighlands1,45808786-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808787-FenwayNewtonHighlands1,45808787-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808788-FenwayNewtonHighlands1,45808788-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808789-FenwayNewtonHighlands1,45808789-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808790-FenwayNewtonHighlands1,45808790-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808791-FenwayNewtonHighlands1,45808791-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808795-FenwayNewtonHighlands1,45808795-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808797-FenwayNewtonHighlands1,45808797-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808798-FenwayNewtonHighlands1,45808798-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808799-FenwayNewtonHighlands1,45808799-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808800-FenwayNewtonHighlands1,45808800-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808801-FenwayNewtonHighlands1,45808801-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808802-FenwayNewtonHighlands1,45808802-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808803-FenwayNewtonHighlands1,45808803-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808804-FenwayNewtonHighlands1,45808804-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808805-FenwayNewtonHighlands1,45808805-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808806-FenwayNewtonHighlands1,45808806-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808807-FenwayNewtonHighlands1,45808807-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808808-FenwayNewtonHighlands1,45808808-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808809-FenwayNewtonHighlands1,45808809-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808810-FenwayNewtonHighlands1,45808810-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808811-FenwayNewtonHighlands1,45808811-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808812-FenwayNewtonHighlands1,45808812-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808813-FenwayNewtonHighlands1,45808813-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808814-FenwayNewtonHighlands1,45808814-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808815-FenwayNewtonHighlands1,45808815-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808816-FenwayNewtonHighlands1,45808816-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808817-FenwayNewtonHighlands1,45808817-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808818-FenwayNewtonHighlands1,45808818-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808819-FenwayNewtonHighlands1,45808819-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808820-FenwayNewtonHighlands1,45808820-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808821-FenwayNewtonHighlands1,45808821-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808822-FenwayNewtonHighlands1,45808822-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808823-FenwayNewtonHighlands1,45808823-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808824-FenwayNewtonHighlands1,45808824-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808827-FenwayNewtonHighlands1,45808827-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808915-FenwayNewtonHighlands1,45808915-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808916-FenwayNewtonHighlands1,45808916-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808917-FenwayNewtonHighlands1,45808917-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808918-FenwayNewtonHighlands1,45808918-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808919-FenwayNewtonHighlands1,45808919-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808920-FenwayNewtonHighlands1,45808920-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808921-FenwayNewtonHighlands1,45808921-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808922-FenwayNewtonHighlands1,45808922-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808923-FenwayNewtonHighlands1,45808923-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808924-FenwayNewtonHighlands1,45808924-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808925-FenwayNewtonHighlands1,45808925-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808926-FenwayNewtonHighlands1,45808926-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808927-FenwayNewtonHighlands1,45808927-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808928-FenwayNewtonHighlands1,45808928-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808929-FenwayNewtonHighlands1,45808929-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808930-FenwayNewtonHighlands1,45808930-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808931-FenwayNewtonHighlands1,45808931-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808932-FenwayNewtonHighlands1,45808932-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808933-FenwayNewtonHighlands1,45808933-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808934-FenwayNewtonHighlands1,45808934-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808935-FenwayNewtonHighlands1,45808935-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808936-FenwayNewtonHighlands1,45808936-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808937-FenwayNewtonHighlands1,45808937-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808938-FenwayNewtonHighlands1,45808938-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808968-FenwayNewtonHighlands1,45808968-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808969-FenwayNewtonHighlands1,45808969-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808970-FenwayNewtonHighlands1,45808970-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808971-FenwayNewtonHighlands1,45808971-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808972-FenwayNewtonHighlands1,45808972-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808973-FenwayNewtonHighlands1,45808973-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808974-FenwayNewtonHighlands1,45808974-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808975-FenwayNewtonHighlands1,45808975-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808976-FenwayNewtonHighlands1,45808976-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808977-FenwayNewtonHighlands1,45808977-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808978-FenwayNewtonHighlands1,45808978-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808979-FenwayNewtonHighlands1,45808979-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808980-FenwayNewtonHighlands1,45808980-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808981-FenwayNewtonHighlands1,45808981-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808982-FenwayNewtonHighlands1,45808982-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808983-FenwayNewtonHighlands1,45808983-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808984-FenwayNewtonHighlands1,45808984-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808985-FenwayNewtonHighlands1,45808985-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808986-FenwayNewtonHighlands1,45808986-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808987-FenwayNewtonHighlands1,45808987-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808988-FenwayNewtonHighlands1,45808988-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808989-FenwayNewtonHighlands1,45808989-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808990-FenwayNewtonHighlands1,45808990-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808991-FenwayNewtonHighlands1,45808991-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808992-FenwayNewtonHighlands1,45808992-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808993-FenwayNewtonHighlands1,45808993-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808994-FenwayNewtonHighlands1,45808994-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45808995-FenwayNewtonHighlands1,45808995-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45806523-FenwayNewtonHighlands1,45806523-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45806573-FenwayNewtonHighlands1,45806573-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807161-FenwayNewtonHighlands1,45807161-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807162-FenwayNewtonHighlands1,45807162-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807163-FenwayNewtonHighlands1,45807163-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807165-FenwayNewtonHighlands1,45807165-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807167-FenwayNewtonHighlands1,45807167-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807168-FenwayNewtonHighlands1,45807168-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807169-FenwayNewtonHighlands1,45807169-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807172-FenwayNewtonHighlands1,45807172-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807173-FenwayNewtonHighlands1,45807173-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807174-FenwayNewtonHighlands1,45807174-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807175-FenwayNewtonHighlands1,45807175-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807176-FenwayNewtonHighlands1,45807176-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807177-FenwayNewtonHighlands1,45807177-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807178-FenwayNewtonHighlands1,45807178-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807179-FenwayNewtonHighlands1,45807179-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807180-FenwayNewtonHighlands1,45807180-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807181-FenwayNewtonHighlands1,45807181-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807182-FenwayNewtonHighlands1,45807182-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807183-FenwayNewtonHighlands1,45807183-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807184-FenwayNewtonHighlands1,45807184-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807185-FenwayNewtonHighlands1,45807185-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807187-FenwayNewtonHighlands1,45807187-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807188-FenwayNewtonHighlands1,45807188-FenwayNewtonHighlands2
9070168,70169,1,,,,,,45807189-FenwayNewtonHighlands1,45807189-FenwayNewtonHighlands2
